Borderpoint,Exit,Entry,Month,Flow Volume
Brandov EUGAL,Germany,Czech Republic,2014-03-01,0.0
Brandov OPAL,Germany,Czech Republic,2014-03-01,2205.0
Brandov OPAL,Czech Republic,Germany,2014-03-01,0.0
Branice,Czech Republic,Poland,2014-03-01,0.0
Bras,Belgium,Luxembourg,2014-03-01,44.0
Bras - Petange,Belgium,Luxembourg,2014-03-01,
Budince,Ukraine,Slovak Republic,2014-03-01,0.0
Budince,Slovak Republic,Ukraine,2014-03-01,0.0
Bunde,Germany,Netherlands,2014-03-01,305.0
Bunde,Netherlands,Germany,2014-03-01,
Cartagena,Liquefied Natural Gas,Spain,2014-03-01,78.0
Csanadpalota,Romania,Hungary,2014-03-01,0.0
Csanadpalota,Hungary,Romania,2014-03-01,2.0
Dinxperlo (RWE),Netherlands,Germany,2014-03-01,0.0
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2014-03-01,894.0
Dornum,Norway,Germany,2014-03-01,1888.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2014-03-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2014-03-01,61.0
Dragor,Denmark,Sweden,2014-03-01,74.0
Dravaszerdahely,Hungary,Croatia,2014-03-01,7.0
Dravaszerdahely,Croatia,Hungary,2014-03-01,0.0
Drozdowicze,Ukraine,Poland,2014-03-01,300.0
Dunkerque,Norway,France,2014-03-01,1459.0
Dunkerque (LNG),Liquefied Natural Gas,France,2014-03-01,0.0
Easington,Norway,United Kingdom,2014-03-01,1789.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2014-03-01,
Ellund,Germany,Denmark,2014-03-01,0.0
Ellund,Denmark,Germany,2014-03-01,83.0
Emden (EPT1),Norway,Netherlands,2014-03-01,984.0
Emden (EPT1),Norway,Germany,2014-03-01,832.0
Emden (EPT1),Netherlands,Norway,2014-03-01,42.0
Emden (NPT),Norway,Netherlands,2014-03-01,494.0
Emden (NPT),Norway,Germany,2014-03-01,94.0
Emden (NPT),Netherlands,Norway,2014-03-01,8.0
Etki FSRU,Liquefied Natural Gas,Republic of Türkiye,2014-03-01,
Eynatten (EON/RWE),Germany,Belgium,2014-03-01,45.0
Eynatten (EON/RWE),Belgium,Germany,2014-03-01,8.0
Eynatten (Wingas),Germany,Belgium,2014-03-01,29.0
Eynatten (Wingas),Belgium,Germany,2014-03-01,0.0
Faxe,Denmark,Poland,2014-03-01,0.0
Fernana,Algeria,Tunisia,2014-03-01,783.0
Finkenherd (EWE),Germany,Poland,2014-03-01,4.0
Fos sur Mer,Liquefied Natural Gas,France,2014-03-01,472.0
FSRU Alexandroupolis,Liquefied Natural Gas,Greece,2014-03-01,
Gate,Liquefied Natural Gas,Netherlands,2014-03-01,25.0
Gela,Libya,Italy,2014-03-01,527.0
Giurgiu,Romania,Bulgaria,2014-03-01,0.0
Giurgiu,Bulgaria,Romania,2014-03-01,0.0
Gorizia,Slovenia,Italy,2014-03-01,0.0
Gorizia,Italy,Slovenia,2014-03-01,7.0
Griespass,Switzerland,Italy,2014-03-01,384.0
Griespass,Italy,Switzerland,2014-03-01,0.0
Gubin,Germany,Poland,2014-03-01,0.0
Haanrade (RWE),Netherlands,Germany,2014-03-01,3.0
Hermanowice,Poland,Ukraine,2014-03-01,0.0
Hilvarenbeek,Netherlands,Belgium,2014-03-01,744.0
Hilvarenbeek,Belgium,Netherlands,2014-03-01,0.0
"Hochst, Feldkirch/Bangs (Dist. networks)",Switzerland,Austria,2014-03-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Austria,Switzerland,2014-03-01,
Hora svate Kateriny,Germany,Czech Republic,2014-03-01,47.0
Hora svate Kateriny,Czech Republic,Germany,2014-03-01,115.0
Huelva,Liquefied Natural Gas,Spain,2014-03-01,184.0
Imatra,Russia,Finland,2014-03-01,289.0
Interconnector,United Kingdom,Belgium,2014-03-01,35.0
Interconnector,Belgium,United Kingdom,2014-03-01,66.0
Interfield transfer from Blane to Ula,United Kingdom,Norway,2014-03-01,0.0
Isaccea,Romania,Ukraine,2014-03-01,0.0
Isaccea,Ukraine,Romania,2014-03-01,1736.0
Isle of Grain,Liquefied Natural Gas,United Kingdom,2014-03-01,85.0
Isle of Grain,United Kingdom,Liquefied Natural Gas,2014-03-01,0.0
Isle of Man,United Kingdom,Isle Of Man,2014-03-01,0.0
Izmir,Liquefied Natural Gas,Republic of Türkiye,2014-03-01,129.0
Jidilovo,Bulgaria,North Macedonia,2014-03-01,12.0
Jidilovo,North Macedonia,Bulgaria,2014-03-01,0.0
Jura,France,Switzerland,2014-03-01,0.0
Kalotina (BG)/ Dimitrovgrad (RS),Serbia,Bulgaria,2014-03-01,
Kalotina (BG)/ Dimitrovgrad (RS),Bulgaria,Serbia,2014-03-01,
Kamminke,Poland,Germany,2014-03-01,0.0
Karksi,Latvia,Estonia,2014-03-01,58.0
Karksi,Estonia,Latvia,2014-03-01,0.0
Kastoria (TAP),Greece,Albania,2014-03-01,0.0
Kiefersfelden,Germany,Austria,2014-03-01,33.0
Kieménai,Lithuania,Latvia,2014-03-01,0.0
Kieménai,Latvia,Lithuania,2014-03-01,0.0
Kipi,Republic of Türkiye,Greece,2014-03-01,58.0
Kireevo(BG)/Zaychar(RS),Bulgaria,Serbia,2014-03-01,0.0
Kireevo(BG)/Zaychar(RS),Serbia,Bulgaria,2014-03-01,
Kiskundorozsma,Hungary,Serbia,2014-03-01,99.0
Kiskundorozsma,Serbia,Hungary,2014-03-01,0.0
Kiyikoy,Russia,Republic of Türkiye,2014-03-01,0.0
Klaipeda,Liquefied Natural Gas,Lithuania,2014-03-01,0.0
Kondratki,Belarus,Poland,2014-03-01,2994.0
Korneti,Estonia,Latvia,2014-03-01,0.0
Korneti,Latvia,Estonia,2014-03-01,61.0
Kotlovka,Belarus,Lithuania,2014-03-01,460.0
KrK - Omisalj,Liquefied Natural Gas,Croatia,2014-03-01,0.0
KrK - Omisalj,Croatia,Liquefied Natural Gas,2014-03-01,0.0
Kula,Greece,Bulgaria,2014-03-01,0.0
Kula,Bulgaria,Greece,2014-03-01,164.0
Laa,Czech Republic,Austria,2014-03-01,0.0
Laa,Austria,Czech Republic,2014-03-01,
Lanzhot,Slovak Republic,Czech Republic,2014-03-01,0.0
Lanzhot,Czech Republic,Slovak Republic,2014-03-01,985.0
Larrau,France,Spain,2014-03-01,319.0
Larrau,Spain,France,2014-03-01,0.0
Lasow,Germany,Poland,2014-03-01,104.0
Lindau,Germany,Austria,2014-03-01,0.0
Livorno,Liquefied Natural Gas,Italy,2014-03-01,0.0
Malkoclar,Republic of Türkiye,Bulgaria,2014-03-01,0.0
Malkoclar,Bulgaria,Republic of Türkiye,2014-03-01,1233.0
Malkoclar2,Republic of Türkiye,Bulgaria,2014-03-01,
Mallnow (Frankfurt am Oder),Germany,Poland,2014-03-01,0.0
Mallnow (Frankfurt am Oder),Poland,Germany,2014-03-01,2696.0
Marmara Ereglisi,Liquefied Natural Gas,Republic of Türkiye,2014-03-01,488.0
Marmara Ereglisi,Republic of Türkiye,Liquefied Natural Gas,2014-03-01,
Mazara del Vallo,Tunisia,Italy,2014-03-01,557.0
Mediesu Aurit,Ukraine,Romania,2014-03-01,3.0
Melendugno (TAP),Albania,Italy,2014-03-01,0.0
Melendugno (TAP),Italy,Albania,2014-03-01,0.0
Moffat,United Kingdom,Ireland,2014-03-01,365.0
Mokri Haj,Slovak Republic,Czech Republic,2014-03-01,0.0
Montoir de Bretagne,Liquefied Natural Gas,France,2014-03-01,108.0
Moravia,Czech Republic,Poland,2014-03-01,27.0
Mosonmagyarovar,Austria,Hungary,2014-03-01,257.0
Mosonmagyarovar,Hungary,Austria,2014-03-01,0.0
Murfeld,Austria,Slovenia,2014-03-01,126.0
Murgardos,Liquefied Natural Gas,Spain,2014-03-01,79.0
Musel,Liquefied Natural Gas,Spain,2014-03-01,0.0
Narva,Russia,Estonia,2014-03-01,0.0
Negru Voda,Romania,Bulgaria,2014-03-01,1678.0
Negru Voda,Bulgaria,Romania,2014-03-01,1.0
Nord Stream,Russia,Germany,2014-03-01,2775.0
Northern Offshore Gas Transport (NOGAT),Denmark,Netherlands,2014-03-01,35.0
Not Elsewhere Specified,Croatia,Italy,2014-03-01,27.0
Not Elsewhere Specified,Finland,Liquefied Natural Gas,2014-03-01,0.0
Not Elsewhere Specified,Liquefied Natural Gas,Finland,2014-03-01,0.0
Not Elsewhere Specified,Not Elsewhere Specified,Ukraine,2014-03-01,1938.0
Not Elsewhere Specified,Russia,Ukraine,2014-03-01,5597.0
Not Elsewhere Specified,Republic of Türkiye,Liquefied Natural Gas,2014-03-01,0.0
Not Elsewhere Specified,Ukraine,"Moldova, Republic",2014-03-01,82.0
Nybro,Norway,Denmark,2014-03-01,51.0
Obbicht,Netherlands,Belgium,2014-03-01,
Obergailbach,Germany,France,2014-03-01,590.0
Oberkappel,Austria,Germany,2014-03-01,0.0
Oberkappel,Germany,Austria,2014-03-01,841.0
"Oberkappel, Uberackern, Storage/distribution",Germany,Austria,2014-03-01,724.0
"Oberkappel, Uberackern, Storage/distribution",Austria,Germany,2014-03-01,323.0
Olbernhau,Germany,Czech Republic,2014-03-01,871.0
Olbernhau,Czech Republic,Germany,2014-03-01,0.0
Oltingue,France,Switzerland,2014-03-01,53.0
Oltingue,Switzerland,France,2014-03-01,0.0
Oude (H-Gas),Netherlands,Germany,2014-03-01,586.0
Oude (H-Gas),Germany,Netherlands,2014-03-01,864.0
Oude (L-Gas),Netherlands,Germany,2014-03-01,478.0
Oude (L-Gas),Germany,Netherlands,2014-03-01,50.0
Panigaglia,Liquefied Natural Gas,Italy,2014-03-01,0.0
Petange,Belgium,Luxembourg,2014-03-01,4.0
Piombino,Liquefied Natural Gas,Italy,2014-03-01,0.0
Privalka,Belarus,Lithuania,2014-03-01,1.0
Remich,Germany,Luxembourg,2014-03-01,60.0
Revithoussa,Liquefied Natural Gas,Greece,2014-03-01,43.0
Revithoussa,Greece,Liquefied Natural Gas,2014-03-01,
Rogatec,Slovenia,Croatia,2014-03-01,59.0
Rogatec,Croatia,Slovenia,2014-03-01,0.0
Ruggel,Austria,Liechtenstein,2014-03-01,6.0
s Gravenvoeren,Belgium,Netherlands,2014-03-01,143.0
s Gravenvoeren,Netherlands,Belgium,2014-03-01,606.0
Sagunto,Liquefied Natural Gas,Spain,2014-03-01,35.0
Sâkiai,Lithuania,Russia,2014-03-01,212.0
Samsun,Russia,Republic of Türkiye,2014-03-01,1387.0
Santaka,Lithuania,Poland,2014-03-01,0.0
Santaka,Poland,Lithuania,2014-03-01,0.0
Saros FSRU,Liquefied Natural Gas,Republic of Türkiye,2014-03-01,
Sines,Liquefied Natural Gas,Portugal,2014-03-01,75.0
Snohvit,Norway,Liquefied Natural Gas,2014-03-01,534.0
South Hook,Liquefied Natural Gas,United Kingdom,2014-03-01,363.0
St Fergus (Alvheim and Edvard Greig),Norway,United Kingdom,2014-03-01,0.0
St Fergus (GB) / Gjoa Gas Pipeline (NO),Norway,United Kingdom,2014-03-01,576.0
St Fergus (GB) / Statfjord-Tampen Link (NO),Norway,United Kingdom,2014-03-01,189.0
St Fergus (Statfjord),Norway,United Kingdom,2014-03-01,631.0
St Fergus (Vesterled),Norway,United Kingdom,2014-03-01,213.0
Stara Zagora,Greece,Bulgaria,2014-03-01,
Stara Zagora,Bulgaria,Greece,2014-03-01,0.0
Swinoujscie,Liquefied Natural Gas,Poland,2014-03-01,0.0
Tarifa,Morocco,Spain,2014-03-01,913.0
Tarifa,Spain,Morocco,2014-03-01,0.0
Tarvisio,Austria,Italy,2014-03-01,2745.0
Tarvisio,Italy,Austria,2014-03-01,4.0
Tasnieres (L),Belgium,France,2014-03-01,251.0
Teesside,Liquefied Natural Gas,United Kingdom,2014-03-01,0.0
Teesside via CATS,Norway,United Kingdom,2014-03-01,0.0
Tegelen (OGE),Netherlands,Germany,2014-03-01,3.0
Thayngen,Germany,Switzerland,2014-03-01,0.0
Tietierowka,Belarus,Poland,2014-03-01,7.0
Turkgozu,Georgia,Republic of Türkiye,2014-03-01,399.0
Tuy,Portugal,Spain,2014-03-01,0.0
Tuy,Spain,Portugal,2014-03-01,0.0
Uberackern I,Austria,Germany,2014-03-01,
Uberackern I/II,Germany,Austria,2014-03-01,0.0
Uberackern II,Austria,Germany,2014-03-01,33.0
Uberackern II,Germany,Austria,2014-03-01,77.0
Ungheni,Romania,"Moldova, Republic",2014-03-01,0.0
Varska,Russia,Estonia,2014-03-01,0.0
Velke Kapusany,Ukraine,Slovak Republic,2014-03-01,2926.0
Velke Zlievce,Hungary,Slovak Republic,2014-03-01,0.0
Velke Zlievce,Slovak Republic,Hungary,2014-03-01,0.0
VIP Iberico,Portugal,Spain,2014-03-01,0.0
VIP Iberico,Spain,Portugal,2014-03-01,284.0
VIP Pirineos,France,Spain,2014-03-01,
VIP Pirineos,Spain,France,2014-03-01,
VIP-BENE,Belgium,Netherlands,2014-03-01,
VIP-BENE,Netherlands,Belgium,2014-03-01,
VIP-THE-ZTP,Belgium,Germany,2014-03-01,
VIP-THE-ZTP,Germany,Belgium,2014-03-01,
Virtualys,Belgium,France,2014-03-01,
Virtualys,France,Belgium,2014-03-01,
Vlieghuis (RWE),Netherlands,Germany,2014-03-01,7.0
Vyrava,Poland,Slovak Republic,2014-03-01,0.0
Vyrava,Slovak Republic,Poland,2014-03-01,0.0
Waidhaus,Czech Republic,Germany,2014-03-01,1431.0
Waidhaus,Germany,Czech Republic,2014-03-01,0.0
Wallbach,Germany,Switzerland,2014-03-01,606.0
Wallbach,Switzerland,Germany,2014-03-01,
WestGasTransport (WGT) Pipeline,United Kingdom,Netherlands,2014-03-01,169.0
Winterswijk,Germany,Netherlands,2014-03-01,17.0
Winterswijk,Netherlands,Germany,2014-03-01,318.0
Wysokoje,Belarus,Poland,2014-03-01,242.0
Zandvliet (H),Netherlands,Belgium,2014-03-01,91.0
Zandvliet (L),Netherlands,Belgium,2014-03-01,0.0
Zeebrugge (LNG),Belgium,Liquefied Natural Gas,2014-03-01,
Zeebrugge (LNG),Liquefied Natural Gas,Belgium,2014-03-01,100.0
Zeebrugge (ZPT),Norway,Belgium,2014-03-01,1318.0
Zelzate (GTS),Belgium,Netherlands,2014-03-01,0.0
Zelzate (GTS),Netherlands,Belgium,2014-03-01,342.0
Zelzate (Zebra),Belgium,Netherlands,2014-03-01,107.0
Zevenaar,Germany,Netherlands,2014-03-01,34.0
Zevenaar,Netherlands,Germany,2014-03-01,614.0
Adriatic LNG,Liquefied Natural Gas,Italy,2014-04-01,360.0
Almeria,Algeria,Spain,2014-04-01,542.0
Alveringem,Belgium,France,2014-04-01,0.0
Alveringem,France,Belgium,2014-04-01,0.0
Badajoz,Portugal,Spain,2014-04-01,0.0
Badajoz,Spain,Portugal,2014-04-01,225.0
Baltic Connector Inkoo/Paldiski,Finland,Estonia,2014-04-01,0.0
Baltic Connector Inkoo/Paldiski,Estonia,Finland,2014-04-01,0.0
Barcelona,Liquefied Natural Gas,Spain,2014-04-01,194.0
Basel,Germany,Switzerland,2014-04-01,0.0
Baumgarten,Slovak Republic,Austria,2014-04-01,3543.0
Baumgarten,Austria,Slovak Republic,2014-04-01,193.0
Bauska,Latvia,Lithuania,2014-04-01,0.0
BBL,Netherlands,United Kingdom,2014-04-01,771.0
BBL,United Kingdom,Netherlands,2014-04-01,55.0
Beregdaróc,Ukraine,Hungary,2014-04-01,546.0
Beregdaróc,Hungary,Ukraine,2014-04-01,0.0
Bilbao,Liquefied Natural Gas,Spain,2014-04-01,108.0
Biriatou,France,Spain,2014-04-01,0.0
Biriatou,Spain,France,2014-04-01,0.0
Bizzarone Como,Italy,Switzerland,2014-04-01,7.0
Blaregnies (H),Belgium,France,2014-04-01,1180.0
Bocholtz,Germany,Netherlands,2014-04-01,51.0
Bocholtz,Netherlands,Germany,2014-04-01,964.0
Bocholtz-Vetschau,Netherlands,Germany,2014-04-01,36.0
Brandov EUGAL,Germany,Czech Republic,2014-04-01,0.0
Brandov OPAL,Germany,Czech Republic,2014-04-01,1977.0
Brandov OPAL,Czech Republic,Germany,2014-04-01,0.0
Branice,Czech Republic,Poland,2014-04-01,0.0
Bras,Belgium,Luxembourg,2014-04-01,34.0
Bras - Petange,Belgium,Luxembourg,2014-04-01,
Budince,Ukraine,Slovak Republic,2014-04-01,0.0
Budince,Slovak Republic,Ukraine,2014-04-01,0.0
Bunde,Germany,Netherlands,2014-04-01,306.0
Bunde,Netherlands,Germany,2014-04-01,
Cartagena,Liquefied Natural Gas,Spain,2014-04-01,61.0
Csanadpalota,Romania,Hungary,2014-04-01,0.0
Csanadpalota,Hungary,Romania,2014-04-01,0.0
Dinxperlo (RWE),Netherlands,Germany,2014-04-01,0.0
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2014-04-01,726.0
Dornum,Norway,Germany,2014-04-01,1867.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2014-04-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2014-04-01,0.0
Dragor,Denmark,Sweden,2014-04-01,62.0
Dravaszerdahely,Hungary,Croatia,2014-04-01,7.0
Dravaszerdahely,Croatia,Hungary,2014-04-01,0.0
Drozdowicze,Ukraine,Poland,2014-04-01,391.0
Dunkerque,Norway,France,2014-04-01,1359.0
Dunkerque (LNG),Liquefied Natural Gas,France,2014-04-01,0.0
Easington,Norway,United Kingdom,2014-04-01,817.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2014-04-01,
Ellund,Germany,Denmark,2014-04-01,0.0
Ellund,Denmark,Germany,2014-04-01,135.0
Emden (EPT1),Norway,Netherlands,2014-04-01,721.0
Emden (EPT1),Norway,Germany,2014-04-01,726.0
Emden (EPT1),Netherlands,Norway,2014-04-01,14.0
Emden (NPT),Norway,Netherlands,2014-04-01,422.0
Emden (NPT),Norway,Germany,2014-04-01,133.0
Emden (NPT),Netherlands,Norway,2014-04-01,2.0
Etki FSRU,Liquefied Natural Gas,Republic of Türkiye,2014-04-01,
Eynatten (EON/RWE),Germany,Belgium,2014-04-01,0.0
Eynatten (EON/RWE),Belgium,Germany,2014-04-01,136.0
Eynatten (Wingas),Germany,Belgium,2014-04-01,0.0
Eynatten (Wingas),Belgium,Germany,2014-04-01,118.0
Faxe,Denmark,Poland,2014-04-01,0.0
Fernana,Algeria,Tunisia,2014-04-01,998.0
Finkenherd (EWE),Germany,Poland,2014-04-01,3.0
Fos sur Mer,Liquefied Natural Gas,France,2014-04-01,430.0
FSRU Alexandroupolis,Liquefied Natural Gas,Greece,2014-04-01,
Gate,Liquefied Natural Gas,Netherlands,2014-04-01,45.0
Gela,Libya,Italy,2014-04-01,397.0
Giurgiu,Romania,Bulgaria,2014-04-01,0.0
Giurgiu,Bulgaria,Romania,2014-04-01,0.0
Gorizia,Slovenia,Italy,2014-04-01,0.0
Gorizia,Italy,Slovenia,2014-04-01,5.0
Griespass,Switzerland,Italy,2014-04-01,453.0
Griespass,Italy,Switzerland,2014-04-01,0.0
Gubin,Germany,Poland,2014-04-01,0.0
Haanrade (RWE),Netherlands,Germany,2014-04-01,3.0
Hermanowice,Poland,Ukraine,2014-04-01,63.0
Hilvarenbeek,Netherlands,Belgium,2014-04-01,618.0
Hilvarenbeek,Belgium,Netherlands,2014-04-01,7.0
"Hochst, Feldkirch/Bangs (Dist. networks)",Switzerland,Austria,2014-04-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Austria,Switzerland,2014-04-01,0.0
Hora svate Kateriny,Germany,Czech Republic,2014-04-01,109.0
Hora svate Kateriny,Czech Republic,Germany,2014-04-01,42.0
Huelva,Liquefied Natural Gas,Spain,2014-04-01,130.0
Imatra,Russia,Finland,2014-04-01,239.0
Interconnector,United Kingdom,Belgium,2014-04-01,493.0
Interconnector,Belgium,United Kingdom,2014-04-01,0.0
Interfield transfer from Blane to Ula,United Kingdom,Norway,2014-04-01,0.0
Isaccea,Romania,Ukraine,2014-04-01,0.0
Isaccea,Ukraine,Romania,2014-04-01,1577.0
Isle of Grain,Liquefied Natural Gas,United Kingdom,2014-04-01,82.0
Isle of Grain,United Kingdom,Liquefied Natural Gas,2014-04-01,0.0
